OBJECTID,Neighborhood_2010_FID_BlockG,Neighborhood_2010_STATEFP10,Neighborhood_2010_COUNTYFP10,Neighborhood_2010_TRACTCE10,Neighborhood_2010_BLKGRPCE10,Neighborhood_2010_GEOID10,Neighborhood_2010_NAMELSAD10,Neighborhood_2010_MTFCC10,Neighborhood_2010_FUNCSTAT10,Neighborhood_2010_ALAND10,Neighborhood_2010_AWATER10,Neighborhood_2010_INTPTLAT10,Neighborhood_2010_INTPTLON10,Neighborhood_2010_Shape_Leng,Neighborhood_2010_FID_Neighb,Neighborhood_2010_AREA,Neighborhood_2010_PERIMETER,Neighborhood_2010_NEIGHBOR_,Neighborhood_2010_NEIGHBOR_I,Neighborhood_2010_HOOD,Neighborhood_2010_HOOD_NO,Neighborhood_2010_ACRES,Neighborhood_2010_SQMILES,Neighborhood_2010_DPWDIV,Neighborhood_2010_UNIQUE_ID,Neighborhood_2010_SECTORS,Neighborhood_2010_Shape_Le_1,Neighborhood_2010_Shape_Ar_1,Neighborhood_2010_Page_Number,SNAP_All_csv_Neighborhood,SNAP_All_csv_Sector__,Pop__1940,Pop__1950,Pop__1960,Pop__1970,Pop__1980,Pop__1990,Pop__2000,Pop__2010,F__Pop__Change__60_70,F__Pop__Change__70_80,F__Pop__Change__80_90,F__Pop__Change__90_00,F__Pop__Change__00_10,Pop__as___of_City_total__2010_,Land_Area__sq__mi_,SNAP_All_csv_Land_Area__acres_,Persons___sq__mi__2010_,Persons___sq__mi__2000_,SNAP_All_csv_Persons___acre__20,SNAP_All_csv_Persons___acre__21,SNAP_All_csv___African_American,SNAP_All_csv___Asian__2010_,SNAP_All_csv___Other__2010_,SNAP_All_csv___White__2010_,SNAP_All_csv___2__Races__2010_,SNAP_All_csv___Hispanic__of_any,F__Pop__Age___5__2010_,F__Pop__Age_5_19__2010_,F__Pop__Age_20_34__2010_,F__Pop__Age_35_59__2010_,F__Pop__Age_60_74__2010_,F__Pop__Age___75__2010_,SNAP_All_csv_Total___Units__200,SNAP_All_csv_Total___Units__201,SNAP_All_csv___Occupied_Units__,SNAP_All_csv___Vacant_Units__20,SNAP_All_csv___Occupied_Units_1,SNAP_All_csv___Owner_Occupied_U,SNAP_All_csv___Renter_Occupied_,Est__Avg__Yrs__of_Residence__20,SNAP_All_csv___Living_in_Househ,SNAP_All_csv___Living_in_Group_,SNAP_All_csv___Units_Built_00_0,SNAP_All_csv___Units_Built_90_9,SNAP_All_csv___Units_Built_80_8,SNAP_All_csv___Units_Built_60_7,SNAP_All_csv___Units_Built_40_5,SNAP_All_csv___Units_Built_befo, SNAP_All_csv_Median_Home_Value_ ,Med__Val____00_in__10_Dollars_,SNAP_All_csv_Median_Home__Value,SNAP_All_csv___Change_Real_Valu,SNAP_All_csv_Median_Sale_Price_,SNAP_All_csv___Sales_Counted__2,SNAP_All_csv_Foreclosures__2008,SNAP_All_csv_Foreclosures__2010,SNAP_All_csv___of_all_Housing_U,Total_Age_16__N_hood_Residents_,SNAP_All_csv_Resident_Jobs__Con,SNAP_All_csv_Resident_Jobs__Man,SNAP_All_csv_Resident_Jobs__Ret,SNAP_All_csv_Resident_Jobs__Tra,SNAP_All_csv_Resident_Jobs__Inf,SNAP_All_csv_Resident_Jobs__Fin,SNAP_All_csv_Resident_Jobs__Pro,SNAP_All_csv_Resident_Jobs__Edu,SNAP_All_csv_Resident_Jobs__Art,SNAP_All_csv_Resident_Jobs__Pub,SNAP_All_csv_Resident_Jobs__Oth,Total___Jobs_Located_in_N_hood_,SNAP_All_csv_Jobs_in__Hood__Con,SNAP_All_csv_Jobs_in__Hood__Man,SNAP_All_csv_Jobs_in__Hood__Ret,SNAP_All_csv_Jobs_in__Hood__Tra,SNAP_All_csv_Jobs_in__Hood__Inf,SNAP_All_csv_Jobs_in__Hood__Fin,SNAP_All_csv_Jobs_in__Hood__Pro,SNAP_All_csv_Jobs_in__Hood__Edu,SNAP_All_csv_Jobs_in__Hood__Art,SNAP_All_csv_Jobs_in__Hood__Pub,SNAP_All_csv_Jobs_in__Hood__Oth,SNAP_All_csv_Total_Pop__25_and_,Edu__Attainment__Less_than_High,Edu__Attainment__High_School_Gr,Edu__Attainment__Assoc__Prof__D,Edu__Attainment__Bachelor_s_Deg,Edu__Attainment__Postgraduate_D,SNAP_All_csv_1999_Median_Income,SNAP_All_csv_2009_Median_Income,SNAP_All_csv_1999_Median_Inco_1,F2009_Med__Income___13_Dollars_,Est__Pop__for_which_Poverty_Cal,Est__Pop__Under_Poverty__2010_,Est__Percent_Under_Poverty__201,SNAP_All_csv__Part_1__Major_Cri,SNAP_All_csv__Part_2_Reports__2,SNAP_All_csv__Other_Police_Repo,SNAP_All_csv_Part_1_Crime_per_1,SNAP_All_csv_Part_2_Crime_per_1,SNAP_All_csv__Murder__2010_,SNAP_All_csv__Rape__2010_,SNAP_All_csv__Robbery__2010_,F_Agr__Assault__2010_,SNAP_All_csv__Burglary__2010_,SNAP_All_csv__Auto_Theft__2010_,SNAP_All_csv__Drug_Violations__,SNAP_All_csv_Land_Area__acres1,Approx__Total___Parcels__2010_,Approx__Total___Taxable_Parcels,Approx____of_Structures__2010_,Approx____Unoccupied_Parcels__2,SNAP_All_csv___Good___Excellent,SNAP_All_csv___Average_Conditio,SNAP_All_csv___Poor___Derelict_,F__Residential_Bldg__Permits__2,F__Residential_Bldg__Permits__3,F__Commercial_Bldg__Permits__20,F__Commercial_Bldg__Permits__21,SNAP_All_csv___Code_Violations_,F__of_all_Bldgs__w__Code_Violat,SNAP_All_csv___Condemned_Struct,F__of_all_Bldgs__Condemned__201,SNAP_All_csv___Demolitions__201,F__Tax_Delinquent_Prop___2__yrs,F__of_Taxable_Prop__Delinquent_,SNAP_All_csv_Landslide_Prone___,SNAP_All_csv_Undermined____land,SNAP_All_csv_Flood_Plain____lan,SNAP_All_csv___Street_Trees,SNAP_All_csv_Park_Space__acres_,SNAP_All_csv_Park_Space____of_l,Park_Space__acres_1000_pers__,SNAP_All_csv_Greenway____of_lan,SNAP_All_csv_Woodland____of_lan,SNAP_All_csv_Cemetery____of_lan,SNAP_All_csv_Residential,SNAP_All_csv_Mixed_Use___Commer,SNAP_All_csv_Mixed_Use___Indust,Institutional___Edu____Med_,SNAP_All_csv_Open_Space,SNAP_All_csv_Hillside,SNAP_All_csv_Special_Land_Use,SNAP_All_csv_Miles_of_Major_Roa,SNAP_All_csv_Total_Street_Miles,Street_Density__st__mi_area_sq_,SNAP_All_csv___Sets_of_Steps,SNAP_All_csv___Step_Treads,Res__Permit_Parking_Area_s_,Total_Working_Pop___Age_16____2,SNAP_All_csv_Commute_to_Work__D,SNAP_All_csv_Commute_to_Work__C,SNAP_All_csv_Commute_to_Work__P,SNAP_All_csv_Commute_to_Work__T,SNAP_All_csv_Commute_to_Work__M,SNAP_All_csv_Commute_to_Work__B,SNAP_All_csv_Commute_to_Work__W,SNAP_All_csv_Commute_to_Work__O,SNAP_All_csv_Work_at_Home__2010
14,15,42,3,981000,1,4.20E+11,Block Group 1,G5030,S,1377043,0,40.4730821,-79.9488759,20578.37562,12,26848464,25420.65,13,2095,Central Lawrenceville,18,619.199,0.963,2,24,13,25420.64937,26848463.38,,Central Lawrenceville,13,14148,12594,10251,8043,6563,5867,5106,4482,-21.54%,-18.40%,-10.60%,-12.97%,-12.22%,1.47%,1,616.3,4654.2,5302.2,7.3,8.3,9.42%,1.74%,0.76%,86.17%,1.92%,1.70%,3.16%,14.27%,15.69%,38.65%,15.58%,12.65%,2904,2670,85.90%,14.10%,2388,49.20%,50.80%,6,95.50%,4.50%,0.50%,1.40%,2.00%,5.50%,14.20%,76.40%," 41,950 ","$53,121 ","$66,850 ",25.80%,"$67,500 ",107,11,11,0.40%,2180,3.90%,5.50%,7.30%,8.00%,3.40%,2.30%,11.40%,28.40%,9.30%,2.10%,18.30%,3357,7.60%,6.40%,6.40%,2.20%,0.00%,1.80%,1.50%,62.60%,7.00%,1.30%,3.20%,3821,16.70%,55.40%,7.80%,16.20%,3.90%,21851,31816,29026,34679,4561,1001,21.90%,177,231,169,3.9,5.2,0,1,18,12,25,34,40,616.3,2180,2125,1377,115,18.70%,75.90%,5.40%,56,732529,20,1461260,117,8.50%,14,1.00%,2,66,3.10%,21.60%,0.00%,14.00%,377,6,1.00%,1.3,0.00%,0.60%,54.60%,20.60%,4.90%,16.10%,1.90%,56.50%,0.00%,0.00%,2.53,18.26,19,1,9,A,2111,51.80%,20.20%,17.40%,0.00%,0.00%,1.50%,7.70%,0.00%,1.40%
15,16,42,3,170200,1,4.20E+11,Block Group 1,G5030,S,406640,81747,40.4302576,-79.9922422,12037.89946,71,26083320,34676.355,72,2154,South Side Flats,72,601.553,0.936,4,81,7,34676.3551,26083318.97,,South Side Flats,7,22476,17942,12586,9260,7894,6177,5726,6597,-26.43%,-14.75%,-21.75%,-7.30%,15.21%,2.16%,0.9,599,7048.1,6117.5,11,9.6,2.97%,2.17%,0.52%,93.10%,1.24%,2.50%,2.23%,4.82%,49.71%,26.21%,8.90%,8.13%,3613,4326,87.30%,12.70%,3921,43.30%,56.70%,2,100.00%,0.00%,15.30%,1.90%,1.00%,3.80%,12.30%,65.70%," 77,100 ","$97,632 ","$153,750 ",57.50%,"$174,500 ",158,18,0,0.00%,4425,3.60%,4.60%,9.40%,3.20%,2.40%,11.30%,17.90%,25.80%,15.00%,2.10%,4.70%,10170,6.40%,11.10%,10.10%,8.10%,3.60%,5.50%,9.40%,23.40%,8.30%,2.70%,11.50%,4973,9.70%,38.30%,10.90%,27.60%,13.60%,24700,40565,32812,44215,6741,1385,20.50%,669,770,537,10.1,11.7,1,6,52,61,74,56,53,599,3381,3137,1917,338,12.70%,84.60%,2.70%,97,4161873,49,25986666,135,7.00%,4,0.20%,2,62,2.00%,0.00%,0.00%,21.30%,1337,21,3.50%,3.2,0.00%,0.20%,0.00%,24.60%,12.40%,36.30%,0.90%,4.80%,0.30%,20.80%,4.09,25.94,27.7,2,83,DD,4328,53.00%,8.00%,15.60%,0.00%,0.30%,1.40%,19.30%,0.30%,2.00%
16,19,42,3,180300,3,4.20E+11,Block Group 3,G5030,S,140530,0,40.4191918,-79.9927314,6293.791906,75,8221419.5,16208.565,76,2158,Allentown,3,189.608,0.295,4,23,6,16208.5648,8221419.735,,Allentown,6,8227,7487,6416,5361,4292,3600,3220,2500,-16.44%,-19.94%,-16.12%,-10.56%,-22.36%,0.82%,0.3,188.8,8474.6,10915.3,13.2,17.1,35.12%,0.04%,0.80%,59.40%,4.64%,2.30%,3.66%,14.85%,24.11%,35.30%,14.40%,7.67%,1505,1291,80.00%,20.00%,953,59.20%,40.80%,5,92.10%,7.90%,0.00%,1.50%,8.20%,7.10%,20.30%,62.90%," 34,300 ","$43,434 ","$42,200 ",-2.80%,"$8,500 ",70,27,11,0.90%,858,4.20%,7.80%,11.90%,5.60%,2.30%,8.40%,13.20%,27.50%,10.60%,1.40%,7.10%,355,7.00%,0.00%,31.00%,8.50%,0.00%,4.20%,8.50%,14.10%,8.50%,2.80%,15.50%,1729,23.00%,63.30%,6.60%,5.60%,1.50%,22539,29274,29941,31909,2212,630,28.50%,159,252,160,6.4,10.1,0,2,15,23,48,11,66,188.8,1550,1402,1283,334,2.50%,86.90%,10.60%,19,349708,1,350000,175,13.60%,30,2.30%,16,287,20.50%,27.10%,90.40%,0.00%,87,39.4,20.90%,15.8,0.00%,12.30%,0.00%,54.60%,9.30%,0.00%,0.00%,18.50%,17.60%,0.00%,1.65,12.33,41.8,12,474,None,824,47.00%,10.90%,38.00%,0.00%,0.80%,0.00%,0.00%,1.50%,1.80%
17,20,42,3,170600,1,4.20E+11,Block Group 1,G5030,S,326725,0,40.4249025,-79.9876098,14495.7931,73,19973024,26532.701,74,2156,South Side Slopes,73,460.632,0.716,4,6,7,26532.69971,19973023.11,,South Side Slopes,7,15083,12998,10842,9739,7020,5672,5007,4423,-10.17%,-27.92%,-19.20%,-11.72%,-11.66%,1.45%,0.7,458.2,6177.4,6993,9.7,10.9,7.14%,0.95%,1.06%,88.54%,2.31%,2.10%,1.74%,10.49%,36.44%,32.98%,9.51%,8.83%,2580,2552,83.50%,16.50%,2218,61.20%,38.80%,6,100.00%,0.00%,2.50%,1.10%,1.70%,4.60%,9.50%,80.60%," 43,700 ","$55,337 ","$73,050 ",32.00%,"$47,700 ",113,20,9,0.40%,2679,8.20%,5.50%,13.80%,3.30%,1.60%,5.20%,9.90%,19.20%,22.50%,3.80%,7.00%,387,9.00%,25.80%,9.00%,15.50%,2.60%,5.20%,1.00%,9.00%,6.50%,1.00%,15.20%,3394,20.10%,43.00%,7.10%,21.60%,8.20%,30380,37944,40356,41359,4709,931,19.80%,210,203,172,4.7,4.6,0,0,15,14,65,23,27,458.2,3108,2794,2319,757,1.80%,94.10%,4.10%,97,2116799,7,206800,211,9.10%,26,1.10%,10,194,6.90%,66.40%,39.80%,0.00%,246,63.6,13.90%,14.4,0.00%,12.20%,4.10%,35.10%,1.30%,7.20%,0.00%,20.70%,35.80%,0.00%,2.53,22.24,31.1,66,5402,None,2586,62.90%,13.50%,11.30%,0.00%,0.00%,0.00%,9.90%,0.20%,2.10%
18,25,42,3,10300,2,4.20E+11,Block Group 2,G5030,S,267511,0,40.4369004,-79.9903987,6834.806625,66,9127700,15723.174,67,2149,Bluff,11,210.51,0.327,3,57,15,15723.17458,9127699.902,,Bluff,15,9391,8949,5955,4379,4723,3220,6423,6600,-26.47%,7.86%,-31.82%,99.47%,2.76%,2.16%,0.3,209.3,20183.5,19642.2,31.5,30.7,31.17%,1.11%,0.58%,65.83%,1.32%,2.40%,0.00%,31.17%,40.08%,24.74%,3.50%,0.52%,721,388,72.70%,27.30%,293,37.20%,62.80%,0,7.20%,92.80%,0.00%,1.40%,5.40%,14.00%,14.70%,64.50%," 40,600 ","$51,412 ","$21,200 ",-58.80%,"$50,000 ",40,0,1,0.30%,1491,0.00%,3.60%,19.40%,0.60%,2.60%,2.70%,5.60%,34.90%,30.00%,0.00%,0.60%,8800,1.90%,2.10%,3.20%,1.10%,1.30%,1.80%,8.20%,72.40%,1.50%,3.10%,3.40%,2834,14.10%,73.90%,4.40%,2.60%,5.00%,11515,12795,15297,13947,1365,1095,80.20%,105,191,132,1.6,2.9,0,0,12,11,14,14,37,209.3,882,704,218,373,22.20%,54.80%,23.00%,6,68000,25,5256332,19,8.70%,10,4.60%,3,58,8.20%,12.30%,0.00%,7.20%,141,0.1,0.00%,0,0.00%,0.00%,0.00%,7.40%,18.10%,18.60%,31.80%,0.00%,16.40%,7.70%,9.08,16.48,50.4,2,188,P,1379,25.50%,4.00%,23.10%,0.00%,0.00%,0.00%,43.10%,0.00%,4.40%
19,31,42,3,250900,2,4.20E+11,Block Group 2,G5030,S,384629,0,40.464157,-80.0039415,13652.21471,23,6958774,12677.556,24,2106,Fineview,33,160.488,0.25,1,81,3,12677.5559,6958774.071,,Fineview,3,4192,4997,4305,3463,2398,1907,1751,1285,-19.56%,-30.75%,-20.48%,-8.18%,-26.61%,0.42%,0.3,160,5140,7004,8,10.9,51.75%,0.08%,1.01%,44.28%,2.88%,1.90%,12.32%,15.45%,20.11%,31.52%,16.35%,4.24%,856,760,80.50%,19.50%,672,55.10%,44.90%,5,100.00%,0.00%,0.00%,5.70%,2.90%,15.70%,33.10%,42.60%," 39,400 ","$49,892 ","$58,900 ",18.10%,"$16,000 ",23,4,5,0.70%,547,1.80%,2.40%,14.80%,5.70%,3.30%,6.20%,8.40%,37.30%,4.80%,2.40%,13.00%,262,0.00%,7.60%,3.80%,0.00%,84.00%,0.00%,1.50%,1.50%,0.00%,0.00%,1.50%,986,16.00%,66.80%,9.90%,3.70%,3.50%,17535,29643,23294,32311,1415,473,33.40%,70,162,41,5.4,12.6,1,1,6,19,19,8,59,160,884,660,538,368,6.70%,88.00%,5.30%,9,102915,0,0,22,4.10%,7,1.30%,7,149,22.60%,92.00%,11.40%,0.00%,54,4.9,3.10%,3.8,0.00%,19.80%,0.00%,46.40%,4.30%,0.00%,0.00%,2.80%,46.40%,0.00%,0.65,8.51,34,16,1248,None,547,48.30%,5.10%,37.10%,2.60%,0.00%,0.00%,6.90%,0.00%,0.00%
20,34,42,3,562900,1,4.20E+11,Block Group 1,G5030,S,1385581,586785,40.4096285,-79.9486102,29907.61127,76,44132028,42041.449,77,2159,Hazelwood,39,1017.805,1.583,3,25,9,42041.44998,44132028.37,,Hazelwood,9,11571,12371,12757,9937,7968,6456,5334,4317,-22.11%,-19.81%,-18.98%,-17.38%,-19.07%,1.41%,1.6,1013.1,2727.1,3369.6,4.3,5.3,41.02%,1.53%,0.58%,54.34%,2.52%,2.00%,4.49%,20.10%,15.75%,35.80%,14.41%,9.45%,2746,2361,79.80%,20.20%,1919,50.60%,49.40%,7,100.00%,0.00%,2.20%,1.20%,7.60%,16.60%,23.10%,49.30%," 38,700 ","$49,006 ","$65,550 ",33.80%,"$5,500 ",117,28,21,0.90%,1804,6.50%,3.30%,15.30%,6.10%,1.40%,10.00%,11.20%,20.00%,16.50%,3.90%,5.80%,1219,8.60%,15.60%,4.50%,11.10%,1.60%,0.80%,1.60%,14.80%,3.30%,27.90%,10.20%,2870,16.20%,61.10%,6.90%,8.40%,7.40%,24613,31067,32695,33863,4082,1059,25.90%,159,215,124,3.7,5,1,0,10,17,47,25,44,1013.1,3648,2975,2221,1032,0.70%,90.60%,8.80%,37,427140,7,245500,344,15.50%,50,2.30%,42,678,22.80%,26.40%,20.00%,2.40%,491,24.5,2.40%,5.7,8.50%,14.50%,16.30%,28.30%,1.40%,34.80%,0.00%,19.80%,15.80%,0.00%,3.61,29.88,18.9,18,1373,None,1729,60.60%,9.10%,25.90%,0.00%,0.00%,0.40%,3.30%,0.00%,0.80%
21,35,42,3,980000,1,4.20E+11,Block Group 1,G5030,S,637235,237268,40.487579,-79.8907469,13581.87509,4,7809355.5,13582.972,5,2087,Lincoln-Lemington-Belmar,47,180.105,0.28,2,24,11,13582.97215,7809355.834,,Lincoln-Lemington-Belmar,11,9591,9367,10475,9468,8061,6644,5550,4883,-9.61%,-14.86%,-17.58%,-16.47%,-12.02%,1.60%,1.8,1159.7,2694.8,3062.9,4.2,4.8,79.38%,1.70%,0.57%,16.14%,2.21%,1.20%,5.16%,26.88%,18.44%,28.98%,9.15%,11.39%,2319,2551,79.70%,20.30%,1778,63.60%,36.40%,7,81.00%,19.00%,0.60%,2.80%,0.00%,13.00%,27.60%,55.90%," 44,800 ","$56,730 ","$43,767 ",-22.90%,"$6,575 ",36,15,20,0.80%,1653,2.70%,4.00%,10.30%,1.30%,5.00%,6.60%,10.00%,36.30%,5.20%,9.70%,8.90%,2908,4.00%,0.00%,0.70%,1.20%,0.50%,1.70%,0.80%,79.40%,0.70%,7.40%,3.60%,2897,15.40%,59.60%,12.80%,8.50%,3.60%,23403,29564,31089,32225,4896,1490,30.40%,133,176,113,2.7,3.6,0,0,19,13,34,19,15,1159.7,2719,2341,2128,779,3.00%,90.10%,7.00%,20,84111,11,1756380,179,8.40%,44,2.10%,47,842,36.00%,20.80%,3.80%,0.90%,303,24,2.10%,4.9,0.00%,26.50%,2.60%,32.30%,6.40%,1.60%,17.40%,42.40%,0.00%,0.00%,6.31,30.38,16.8,8,585,None,1607,51.40%,10.40%,27.90%,0.00%,0.00%,0.00%,4.30%,0.00%,6.00%
22,37,42,3,130600,1,4.20E+11,Block Group 1,G5030,S,365630,0,40.4521925,-79.8817225,8027.633926,41,15092615,22217.805,42,2124,East Hills,28,348.077,0.541,2,6,11,22217.80451,15092615.35,,East Hills,11,4113,3929,3761,5303,5636,4505,3951,3169,41.00%,6.28%,-20.07%,-12.30%,-19.79%,1.04%,0.5,346.2,5857.7,7303.1,9.2,11.4,93.18%,0.44%,0.85%,2.05%,3.47%,1.20%,7.61%,29.48%,13.14%,25.54%,16.07%,8.15%,1890,1522,86.60%,13.40%,1205,50.90%,49.10%,9,100.00%,0.00%,5.30%,8.90%,0.60%,39.50%,30.20%,15.50%," 50,900 ","$64,455 ","$40,700 ",-36.90%,"$11,358 ",30,17,9,0.60%,823,3.30%,4.10%,9.40%,4.60%,1.70%,10.60%,8.50%,30.50%,10.90%,7.50%,8.90%,288,0.00%,6.90%,5.20%,0.00%,0.00%,10.40%,15.60%,41.70%,1.40%,10.40%,8.30%,1532,11.40%,64.80%,11.30%,11.40%,1.10%,17159,21658,22794,23607,2588,1073,41.50%,90,136,88,2.8,4.3,0,0,13,16,25,11,18,346.2,1598,1439,1068,488,5.70%,87.80%,6.50%,11,132926,4,362640,89,8.30%,35,3.30%,6,443,30.80%,0.00%,25.60%,0.00%,379,13.5,3.90%,4.2,0.00%,12.50%,0.00%,89.70%,2.30%,5.60%,0.00%,2.40%,0.00%,0.00%,1.68,14.62,27,5,738,None,802,46.00%,10.60%,36.20%,0.00%,0.00%,0.00%,2.90%,3.40%,1.00%
23,38,42,3,40900,3,4.20E+11,Block Group 3,G5030,S,253498,0,40.4308074,-79.9518013,7343.082266,67,14169730,19242.504,68,2150,South Oakland,70,326.793,0.508,3,19,14,19242.50311,14169729.78,,South Oakland,14,8912,7842,5994,4761,3622,3368,3007,2969,-20.57%,-23.92%,-7.01%,-10.72%,-1.26%,0.97%,0.5,325.1,5844.5,5919.3,9.1,9.2,21.32%,6.16%,1.28%,68.10%,3.13%,2.90%,5.54%,9.50%,40.94%,26.38%,11.70%,5.94%,1558,1469,89.90%,10.10%,1134,43.30%,56.70%,4,96.00%,4.00%,2.00%,0.50%,10.40%,6.90%,13.40%,66.80%," 47,700 ","$60,403 ","$77,200 ",27.80%,"$93,000 ",51,10,34,2.30%,1124,0.70%,3.80%,11.80%,4.20%,0.60%,6.30%,9.80%,25.60%,29.20%,3.00%,4.90%,3830,6.30%,6.00%,1.80%,2.20%,1.70%,0.30%,6.50%,60.40%,1.70%,8.50%,4.60%,1423,12.40%,48.80%,13.70%,13.80%,11.20%,24190,26327,32134,28696,2618,988,37.70%,104,110,87,3.5,3.7,0,1,2,3,37,19,13,325.1,1657,1370,776,434,0.80%,95.50%,3.70%,11,323800,11,1484886,190,24.50%,9,1.20%,5,72,5.30%,23.20%,0.00%,9.80%,180,5.4,1.70%,1.8,0.00%,6.70%,0.00%,26.40%,0.00%,6.80%,5.30%,6.30%,28.50%,26.70%,8.07,19.22,37.8,11,689,"E, M",1132,46.60%,2.80%,14.00%,0.70%,0.00%,0.00%,30.20%,1.00%,4.80%
24,45,42,3,180700,2,4.20E+11,Block Group 2,G5030,S,128061,0,40.4247086,-80.0011285,5547.088804,64,31760998,33988.883,65,2147,Mount Washington,54,732.495,1.139,5,25,6,33988.88227,31760998.04,,Mount Washington,6,20013,19060,17415,14787,11795,10700,9878,8799,-15.09%,-20.23%,-9.28%,-7.68%,-10.92%,2.88%,1.1,729.6,7718.4,8664.9,12.1,13.5,10.30%,0.72%,0.80%,85.93%,2.26%,1.60%,4.51%,10.39%,35.67%,30.10%,11.95%,7.39%,5251,5175,86.30%,13.70%,4681,50.20%,49.80%,4,100.00%,0.00%,2.00%,2.10%,4.00%,11.10%,23.30%,57.50%," 55,450 ","$70,216 ","$78,175 ",11.30%,"$46,000 ",203,60,31,0.60%,5378,2.40%,5.80%,12.90%,3.90%,3.20%,9.20%,14.10%,26.60%,13.90%,3.00%,5.00%,1326,4.10%,2.20%,10.20%,0.80%,1.80%,7.80%,12.80%,26.40%,23.40%,0.80%,9.70%,6936,10.90%,52.10%,10.30%,16.80%,9.70%,28295,43321,37587,47219,9516,1926,20.20%,434,428,282,4.9,4.9,0,3,22,23,115,38,44,729.6,4427,4208,4010,449,11.90%,86.90%,1.20%,56,815209,14,177550,324,8.10%,32,0.80%,8,215,5.10%,23.80%,62.40%,1.60%,724,111.4,15.30%,12.7,0.40%,13.30%,0.00%,55.90%,3.90%,5.40%,0.00%,30.80%,0.00%,3.90%,4.63,34.25,30,32,1367,"BB, N",5247,65.00%,8.60%,16.50%,0.00%,0.30%,0.50%,5.90%,0.20%,3.00%
25,48,42,3,151700,4,4.20E+11,Block Group 4,G5030,S,157178,0,40.4216327,-79.9353993,5794.40172,74,21551120,22518.27,75,2157,Greenfield,37,497.028,0.773,3,21,9,22518.27042,21551119.98,,Greenfield,9,14111,13952,12984,12234,9873,8485,7832,7294,-5.78%,-19.30%,-14.06%,-7.70%,-6.87%,2.39%,0.8,494.7,9436,10132,14.7,15.8,4.39%,4.28%,0.89%,88.29%,2.15%,2.90%,4.47%,12.76%,30.79%,30.89%,13.46%,7.63%,3873,3805,91.40%,8.60%,3728,66.40%,33.60%,6,100.00%,0.00%,2.30%,1.20%,1.90%,4.00%,27.90%,62.70%," 65,800 ","$83,323 ","$90,900 ",9.10%,"$118,250 ",160,23,18,0.50%,4407,5.20%,3.90%,7.80%,5.50%,2.50%,4.90%,16.10%,31.10%,6.50%,5.00%,11.60%,795,10.10%,2.50%,11.90%,3.80%,4.40%,6.90%,10.70%,17.00%,10.10%,7.50%,15.10%,5823,7.10%,42.80%,10.50%,22.30%,17.30%,35613,43580,47308,47502,7860,725,9.20%,145,170,153,2,2.3,0,2,7,6,43,15,23,494.7,3593,3448,3338,325,1.00%,97.50%,1.40%,53,353069,9,494270,197,5.90%,6,0.20%,10,133,3.90%,15.30%,19.50%,0.20%,540,9.6,1.90%,1.3,0.10%,4.30%,0.30%,75.40%,4.90%,2.20%,0.00%,2.00%,15.50%,0.00%,3.88,27.81,36,23,1362,None,4363,57.90%,14.20%,14.60%,0.20%,0.00%,3.10%,6.90%,0.40%,2.80%
26,54,42,3,141400,3,4.20E+11,Block Group 3,G5030,S,294702,0,40.4266034,-79.9185733,8635.64213,63,74470128,50122.652,64,2146,Squirrel Hill South,77,1717.485,2.671,3,23,10,50122.6511,74470126.27,,Squirrel Hill South,10,20203,20737,18517,16669,15165,14968,14507,15110,-9.98%,-9.02%,-1.30%,-3.08%,4.16%,4.94%,2.7,1709.4,5657.1,5431.3,8.8,8.5,3.22%,11.40%,1.04%,82.03%,2.30%,3.20%,5.43%,11.80%,29.36%,32.50%,10.34%,10.58%,7069,7514,94.60%,5.40%,7135,45.60%,54.40%,3,95.90%,4.10%,2.10%,1.80%,5.00%,15.10%,26.70%,49.30%," 134,633 ","$170,486 ","$201,400 ",18.10%,"$218,250 ",176,12,2,0.00%,8064,0.30%,4.40%,8.20%,0.60%,1.00%,3.90%,16.10%,49.10%,6.70%,4.80%,4.90%,3854,2.90%,1.40%,16.50%,0.80%,1.90%,9.20%,6.50%,40.50%,11.80%,0.50%,8.00%,11137,4.80%,21.30%,14.60%,27.40%,32.00%,40327,54473,53570,59376,14692,1721,11.70%,331,210,190,2.2,1.4,0,0,22,5,70,29,8,1709.4,4681,4385,4320,403,5.60%,94.20%,0.10%,89,3202389,26,26259963,100,2.30%,2,0.00%,1,54,1.20%,21.90%,8.80%,1.30%,2263,684.6,40.00%,45.3,0.00%,28.90%,0.00%,50.20%,2.10%,1.10%,0.00%,46.60%,0.00%,0.00%,7.99,46.67,17.5,5,112,None,7779,54.00%,8.70%,22.70%,0.00%,0.20%,2.50%,6.80%,0.30%,4.80%
